# ----------------------------------------
# rebeccaminkoff.com
# Channels
# 20160209-20171108
# ----------------------------------------

Source / Medium,Date,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Revenue
Criteo / retargeting,20160508,718,14.76%,106,23.82%,3.12,00:03:16,0.70%,5,$707.73
steelhouse / retargeting,20170626,718,21.45%,154,24.65%,4.02,00:04:08,0.56%,4,$688.97
baidu / organic,20161213,717,48.81%,350,14.92%,6.30,00:07:12,0.42%,3,$400.60
m.facebook.com / referral,20160625,717,42.82%,307,38.49%,4.40,00:03:11,0.00%,0,$0.00
baidu / organic,20160517,716,46.37%,332,8.80%,7.08,00:09:15,0.98%,7,"$1,479.74"
Criteo / retargeting,20160424,716,17.60%,126,23.46%,2.71,00:02:17,0.28%,2,$735.50
facebook / social,20160725,716,67.46%,483,50.00%,3.09,00:01:58,0.00%,0,$0.00
m.facebook.com / referral,20170222,716,52.09%,373,32.68%,3.82,00:02:39,0.28%,2,$410.42
msn / cpc,20170629,716,17.46%,125,21.79%,5.53,00:05:29,2.09%,15,"$2,627.36"
baidu / organic,20160229,715,45.45%,325,15.80%,6.42,00:07:02,0.00%,0,$0.00
Facebook / paidsocial,20171009,715,46.01%,329,40.70%,4.22,00:03:16,0.14%,1,$106.70
m.facebook.com / referral,20170807,715,43.22%,309,37.06%,3.17,00:01:58,0.00%,0,$0.00
rebeccaminkoff.com / referral,20161205,715,0.84%,6,15.38%,7.04,00:07:41,0.56%,4,$504.05
baidu / organic,20170420,714,51.26%,366,17.09%,5.78,00:05:40,0.28%,2,$275.10
Instagram / paidsocial,20170701,713,37.31%,266,24.82%,5.24,00:04:42,0.84%,6,$917.01
m.facebook.com / referral,20171017,713,67.18%,479,43.20%,3.06,00:03:11,0.00%,0,$0.00
msn / cpc,20161028,713,31.56%,225,21.60%,6.64,00:06:00,2.66%,19,"$3,255.86"
Rebecca Minkoff Newsletter / email,20160629,713,2.81%,20,14.31%,6.11,00:05:59,0.84%,6,$998.91
rebeccaminkoff.com / referral,20170326,713,1.40%,10,17.25%,7.08,00:06:54,0.28%,2,$284.07
Criteo / retargeting,20160805,712,13.76%,98,21.07%,4.30,00:03:37,1.12%,8,"$1,330.38"
Criteo / retargeting,20161117,712,6.32%,45,22.61%,5.13,00:05:17,1.12%,8,"$1,299.99"
Haitao / alipay,20170818,712,60.11%,428,42.28%,3.11,00:02:19,0.28%,2,$315.97
m.facebook.com / referral,20170703,712,59.41%,423,36.52%,3.28,00:02:20,0.14%,1,$76.50
Baidu / cpc,20170223,711,63.85%,454,43.74%,3.89,00:03:44,0.14%,1,$117.00
baidu / organic,20160227,711,41.49%,295,18.71%,6.93,00:07:14,0.42%,3,$787.95
bing / cpc,20170816,711,26.30%,187,15.33%,6.10,00:05:47,3.38%,24,"$3,610.98"
Criteo / retargeting,20160414,711,6.33%,45,20.25%,3.72,00:03:34,1.41%,10,"$1,242.47"
Criteo / retargeting,20161014,711,1.83%,13,25.74%,4.40,00:04:56,1.13%,8,"$1,356.84"
Facebook / paidsocial,20170302,711,56.26%,400,36.43%,3.44,00:02:31,0.14%,1,$178.00
Instagram / paidsocial,20170904,711,40.37%,287,39.38%,3.64,00:02:50,0.70%,5,$860.00
rebeccaminkoff.com / referral,20170128,711,1.55%,11,15.75%,7.78,00:07:01,0.14%,1,$375.00
msn / cpc,20170514,710,19.86%,141,20.28%,6.57,00:06:14,3.52%,25,"$3,876.82"
baidu / organic,20160604,709,42.45%,301,14.53%,7.16,00:08:06,1.13%,8,"$1,598.86"
Criteo / retargeting,20160320,708,11.86%,84,30.79%,3.18,00:02:46,0.42%,3,$589.29
Haitao / alipay,20171007,708,50.14%,355,46.47%,4.52,00:03:26,0.71%,5,$844.60
naver / organic,20160630,708,47.88%,339,4.38%,7.49,00:06:39,1.27%,9,"$1,387.63"
Criteo / retargeting,20160408,707,9.34%,66,20.08%,3.30,00:03:18,0.14%,1,$360.80
facebook / social,20161126,707,27.30%,193,16.27%,4.37,00:03:46,0.28%,2,$261.00
Criteo / retargeting,20170409,706,7.51%,53,28.19%,3.42,00:03:00,0.28%,2,$413.00
Facebook / paidsocial,20170917,706,39.66%,280,39.38%,4.29,00:03:21,0.42%,3,$799.25
Facebook / watches,20170609,706,86.12%,608,84.56%,1.36,00:00:40,0.14%,1,$232.00
topnewsgadgets.com / referral,20160915,706,100.00%,706,0.00%,4.59,00:05:17,0.00%,0,$0.00
baidu / organic,20170313,705,47.80%,337,16.60%,7.06,00:06:32,0.43%,3,"$1,057.20"
Instagram / paidsocial,20170525,705,35.18%,248,29.08%,3.60,00:03:01,0.85%,6,$917.03
Criteo / retargeting,20161007,704,3.12%,22,26.56%,5.02,00:04:48,0.99%,7,$558.21
baidu / organic,20170511,703,46.37%,326,14.79%,6.75,00:07:32,1.14%,8,"$1,379.00"
Criteo / retargeting,20161009,703,1.85%,13,26.60%,5.68,00:05:42,1.14%,8,"$1,178.61"
share.ibuyclub.com / referral,20160415,703,53.63%,377,7.25%,6.56,00:06:32,0.71%,5,"$1,083.41"
Criteo / retargeting,20170306,702,5.27%,37,29.77%,4.40,00:04:14,0.43%,3,$256.00
eean / affiliate,20160303,702,28.92%,203,32.76%,4.31,00:03:55,2.56%,18,"$5,095.62"
facebook / social,20160831,702,39.46%,277,10.97%,3.21,00:02:11,0.00%,0,$0.00
eean / affiliate,20160808,701,23.40%,164,29.53%,4.56,00:04:37,2.14%,15,"$2,758.49"
Extole / referralprog,20160629,701,24.11%,169,16.55%,6.67,00:07:37,7.42%,52,"$6,811.41"
Facebook / paidsocial,20170915,701,42.80%,300,40.94%,3.72,00:03:00,0.86%,6,"$2,283.51"
msn / cpc,20161118,700,37.14%,260,19.43%,6.93,00:06:14,1.43%,10,"$2,041.48"
rebeccaminkoff.com / referral,20161105,700,0.43%,3,14.29%,9.18,00:08:53,0.71%,5,"$1,015.30"
rebeccaminkoff.com / referral,20161209,700,1.29%,9,14.29%,6.93,00:07:40,0.14%,1,$66.30
facebook / display,20171024,699,49.36%,345,33.91%,3.55,00:03:08,0.57%,4,$532.19
rebeccaminkoff.com / referral,20170322,699,1.14%,8,15.59%,6.60,00:06:44,0.29%,2,$219.00
baidu / organic,20161120,698,51.72%,361,11.46%,6.82,00:07:30,0.29%,2,$195.00
Criteo / retargeting,20160715,698,9.74%,68,25.07%,3.74,00:02:59,1.15%,8,$731.75
HP_MOBILE / site,20170323,698,3.87%,27,29.80%,4.86,00:04:03,0.86%,6,$605.42
baidu / organic,20170213,697,55.95%,390,16.07%,6.27,00:05:33,0.00%,0,$0.00
Facebook / paidsocial,20170802,697,46.63%,325,41.32%,3.26,00:02:30,0.14%,1,$218.39
Facebook / watches,20170610,697,77.19%,538,85.08%,1.24,00:00:43,0.00%,0,$0.00
m.facebook.com / referral,20160928,697,49.35%,344,28.26%,4.78,00:04:05,0.14%,1,$100.30
m.facebook.com / referral,20161226,697,44.19%,308,19.23%,6.14,00:04:28,0.14%,1,$74.61
m.facebook.com / referral,20170630,697,55.95%,390,38.88%,3.58,00:02:29,0.00%,0,$0.00
baidu / organic,20160313,696,43.39%,302,14.66%,7.65,00:08:36,0.43%,3,$858.83
HP_MOBILE / site,20170422,696,6.32%,44,30.46%,4.70,00:04:05,0.14%,1,$128.80
rebeccaminkoff.com / referral,20170328,696,0.57%,4,15.23%,6.36,00:07:02,0.57%,4,$330.00
steelhouse / retargeting,20170704,696,22.56%,157,17.67%,3.96,00:04:05,0.72%,5,$645.36
m.facebook.com / referral,20170515,694,56.20%,390,28.39%,4.06,00:03:31,0.14%,1,$210.00
rebeccaminkoff.com / referral,20161104,694,0.58%,4,12.97%,7.53,00:07:34,0.58%,4,$660.96
redirect.viglink.com / referral,20160728,694,63.69%,442,29.11%,3.55,00:02:52,0.58%,4,$521.19
baidu / organic,20160623,693,48.48%,336,10.97%,7.64,00:09:21,0.43%,3,$393.00
baidu / organic,20170219,693,51.52%,357,15.58%,6.02,00:05:52,0.00%,0,$0.00
msn / cpc,20170721,693,17.75%,123,17.32%,6.18,00:05:11,0.87%,6,"$1,881.76"
rebeccaminkoff.com / referral,20170330,693,1.73%,12,16.88%,7.43,00:07:34,0.43%,3,$426.80
bing / cpc,20170814,692,25.87%,179,14.60%,6.17,00:05:27,2.17%,15,"$3,030.64"
Criteo / retargeting,20160330,692,13.58%,94,30.49%,2.89,00:02:28,0.72%,5,"$1,046.27"
rebeccaminkoff.com / referral,20170529,692,18.21%,126,13.15%,7.42,00:08:26,1.30%,9,"$1,539.10"
Facebook / paidsocial,20170708,691,27.64%,191,32.27%,3.94,00:02:56,0.58%,4,$490.53
HP_DESKTOP / site,20170424,691,3.47%,24,20.84%,5.41,00:05:44,1.01%,7,"$1,036.66"
msn / cpc,20160728,691,34.73%,240,19.10%,5.57,00:05:01,2.17%,15,"$1,713.90"
facebook / paidsocial,20160914,690,44.49%,307,54.93%,2.82,00:02:14,0.14%,1,$225.00
Facebook / paidsocial,20170425,689,48.48%,334,33.24%,2.88,00:02:12,0.15%,1,$141.54
HP_DESKTOP / site,20170324,689,3.77%,26,16.26%,7.04,00:07:25,2.76%,19,"$3,264.06"
ls / affiliate,20160215,689,44.99%,310,18.00%,4.47,00:03:41,0.73%,5,$486.32
baidu / organic,20161014,688,46.08%,317,15.26%,7.58,00:08:47,1.02%,7,"$1,158.54"
Criteo / retargeting,20160809,688,10.17%,70,24.27%,3.55,00:02:56,0.58%,4,$786.21
facebook / paidsocial,20170119,688,23.98%,165,24.56%,5.51,00:04:45,0.00%,0,$0.00
go.redirectingat.com / referral,20160630,687,76.27%,524,18.05%,4.34,00:03:22,0.87%,6,$767.64
baidu / organic,20160703,686,50.29%,345,11.52%,7.18,00:07:40,0.44%,3,$579.48
Borderfree / referral,20170514,686,36.44%,250,31.49%,5.83,00:05:38,1.90%,13,"$2,591.97"
Criteo / retargeting,20160316,686,9.33%,64,26.82%,3.27,00:02:42,0.15%,1,$295.00
Criteo / retargeting,20170206,686,9.33%,64,27.99%,3.73,00:03:35,0.58%,4,$451.09
facebook / paidsocial,20170123,686,22.01%,151,26.38%,6.20,00:05:32,0.44%,3,$568.49
msn / cpc,20170620,686,17.20%,118,18.80%,6.22,00:05:35,2.48%,17,"$2,837.40"
msn / cpc,20161127,685,48.76%,334,14.74%,7.16,00:05:58,3.94%,27,"$3,999.95"
shopify / email,20171025,685,14.01%,96,20.15%,7.01,00:07:14,8.47%,58,"$10,208.05"
tapshop / landing_page,20170910,685,64.23%,440,52.41%,3.07,00:01:31,0.15%,1,$125.80
cj / affiliate,20161007,684,38.60%,264,42.40%,3.64,00:03:37,0.00%,0,$0.00
cj / affiliate,20161019,684,38.45%,263,30.70%,3.96,00:03:47,0.29%,2,$219.00
Criteo / retargeting,20160403,684,11.70%,80,28.65%,3.31,00:02:45,0.44%,3,$654.34
baidu / organic,20160606,683,37.48%,256,14.35%,6.12,00:07:41,0.59%,4,$317.51
Facebook / paidsocial,20171008,683,44.66%,305,42.75%,4.19,00:03:02,0.15%,1,$88.00
facebook / social,20161113,683,33.09%,226,41.14%,2.50,00:01:38,0.15%,1,$50.00
shopify / email,20171026,683,14.20%,97,20.35%,7.19,00:06:48,6.30%,43,"$8,147.85"
steelhouse / retargeting,20170511,683,9.08%,62,9.81%,5.43,00:05:49,2.20%,15,"$3,104.67"
baidu / organic,20160421,682,48.09%,328,11.73%,7.61,00:09:06,1.03%,7,$667.18
Criteo / retargeting,20160326,682,19.94%,136,36.66%,3.22,00:02:55,0.29%,2,$213.19
HP_DESKTOP / site,20170322,682,6.16%,42,23.31%,6.38,00:07:23,1.47%,10,"$2,871.60"
Instagram / paidsocial,20170905,682,58.65%,400,34.46%,4.52,00:03:27,0.73%,5,$634.77
Rebecca Minkoff Newsletter / email,20160617,682,3.67%,25,26.39%,4.33,00:04:18,0.44%,3,$267.85
wechat / wechat,20171030,682,63.64%,434,47.65%,2.72,00:03:01,0.00%,0,$0.00
Criteo / retargeting,20161012,681,4.41%,30,27.61%,4.64,00:04:25,0.59%,4,$613.03
Criteo / retargeting,20170331,681,6.02%,41,27.90%,3.39,00:02:51,0.88%,6,$911.34
m.facebook.com / referral,20170116,681,36.56%,249,26.28%,4.35,00:03:20,0.29%,2,$142.50
baidu / organic,20170118,680,51.76%,352,15.59%,6.31,00:05:57,0.59%,4,$420.30
baidu / organic,20170216,680,54.26%,369,15.29%,6.56,00:06:44,0.29%,2,$316.30
eean / affiliate,20160824,679,20.03%,136,20.18%,4.52,00:03:46,1.33%,9,$982.35
rebeccaminkoff.com / referral,20161216,679,1.18%,8,17.97%,7.52,00:08:10,0.29%,2,$269.80
Criteo / retargeting,20160613,678,5.31%,36,28.47%,3.41,00:02:57,0.74%,5,$737.94
trc.taboola.com / referral,20160712,678,92.48%,627,79.35%,1.56,00:00:40,0.00%,0,$0.00
baidu / organic,20161111,677,49.04%,332,14.77%,7.59,00:08:45,0.89%,6,"$1,098.98"
baidu / organic,20170218,677,55.24%,374,14.33%,6.48,00:05:23,0.30%,2,$262.00
baidu / organic,20160218,676,47.19%,319,16.42%,7.61,00:09:14,0.74%,5,"$1,006.30"
Facebook / paidsocial,20170623,676,40.98%,277,39.05%,3.16,00:02:27,0.15%,1,$195.00
Criteo / retargeting,20160417,675,10.67%,72,22.37%,3.04,00:02:41,1.04%,7,$915.13
facebook / paidsocial,20171105,675,64.30%,434,51.41%,2.46,00:01:44,0.15%,1,$270.00
Facebook / paidsocial,20170313,675,36.15%,244,8.00%,4.97,00:03:49,0.30%,2,"$1,039.80"
Haitao / alipay,20171008,675,40.30%,272,37.19%,5.89,00:05:41,0.74%,5,"$1,391.95"
yahoo / organic,20161124,675,38.52%,260,11.70%,8.07,00:08:01,1.63%,11,"$2,144.97"
baidu / organic,20160605,674,41.69%,281,12.91%,6.61,00:07:46,1.63%,11,"$1,920.58"
covetfashion / mobilereferral,20160610,674,94.36%,636,19.14%,1.26,00:00:22,0.00%,0,$0.00
rebeccaminkoff.com / referral,20170318,674,1.78%,12,15.13%,6.59,00:06:24,0.45%,3,$720.30
Baidu / cpc,20170225,673,82.17%,553,58.25%,2.83,00:02:37,0.00%,0,$0.00
baidu / organic,20161225,673,44.73%,301,11.29%,8.53,00:09:17,0.89%,6,$637.70
extole / referralprog,20171103,672,17.86%,120,31.10%,5.19,00:06:02,0.89%,6,"$1,401.30"
go.onlineshopmy.com / referral,20160819,672,49.26%,331,25.30%,5.53,00:04:18,0.15%,1,$100.34
Instagram / paidsocial,20170309,672,89.29%,600,2.53%,4.52,00:02:33,0.00%,0,$0.00
baidu / organic,20160307,671,38.45%,258,15.05%,6.61,00:08:27,0.89%,6,"$1,190.52"
Criteo / retargeting,20160402,671,16.10%,108,29.66%,3.08,00:03:07,0.45%,3,$581.79
Criteo / retargeting,20160507,671,16.69%,112,25.63%,3.04,00:02:52,0.15%,1,$193.75
Criteo / retargeting,20170301,671,5.22%,35,23.55%,5.78,00:05:17,2.09%,14,"$2,831.37"
baidu / organic,20160902,670,49.85%,334,12.69%,7.33,00:07:46,0.90%,6,"$1,226.44"
facebook.com / referral,20160225,670,42.69%,286,31.19%,5.41,00:04:52,1.19%,8,"$1,012.63"
go.onlineshopmy.com / referral,20160727,670,51.49%,345,29.10%,3.73,00:03:14,0.00%,0,$0.00
Haitao / alipay,20171005,670,48.06%,322,42.84%,4.44,00:03:15,0.30%,2,$512.00
naver / organic,20160211,670,55.22%,370,9.25%,7.88,00:05:47,0.60%,4,$490.70
2016 Summer Rebecca Minkoff Newsletter / email,20160728,669,20.03%,134,30.79%,4.82,00:04:49,1.05%,7,"$1,015.60"
Criteo / retargeting,20160921,669,6.13%,41,27.06%,3.92,00:03:58,1.35%,9,"$1,467.02"
eean / affiliate,20160216,669,34.23%,229,30.19%,4.48,00:04:57,3.74%,25,"$4,692.26"
HP_MOBILE / site,20170420,669,4.04%,27,29.60%,5.23,00:04:39,0.60%,4,"$1,043.00"
rebeccaminkoff.com / referral,20170524,669,13.15%,88,14.05%,6.63,00:07:21,0.75%,5,$621.20
Facebook / paidsocial,20170916,668,35.33%,236,37.13%,4.25,00:03:01,0.15%,1,$140.00
Facebook / paidsocial,20170918,668,39.52%,264,37.72%,4.51,00:03:12,0.15%,1,$50.90
rebeccaminkoff.com / referral,20170327,668,1.35%,9,17.07%,6.47,00:07:03,0.30%,2,$355.05
rebeccaminkoff.com / referral,20170331,667,0.60%,4,14.09%,7.16,00:07:36,0.15%,1,$125.00
baidu / organic,20160223,666,48.95%,326,15.92%,7.18,00:08:06,0.15%,1,$73.50
baidu / organic,20160705,666,47.30%,315,10.36%,7.21,00:08:04,0.75%,5,$634.93
Facebook / paidsocial,20170505,666,47.60%,317,30.63%,2.66,00:01:48,0.00%,0,$0.00
Rebecca Minkoff Newsletter 2016 / email,20160711,666,35.89%,239,32.58%,3.87,00:03:04,0.00%,0,$0.00
baidu / organic,20160901,665,46.62%,310,9.92%,8.56,00:10:01,1.05%,7,"$1,525.28"
baidu / organic,20160921,665,47.37%,315,13.53%,8.46,00:10:17,0.60%,4,"$1,086.05"
Criteo / retargeting,20170330,665,6.32%,42,27.07%,4.16,00:03:42,0.75%,5,$841.04
eean / affiliate,20160531,665,24.21%,161,10.53%,5.30,00:04:59,3.61%,24,"$3,476.46"
Facebook / paidsocial,20170307,665,58.20%,387,64.21%,1.95,00:01:00,0.15%,1,$144.64
Facebook / paidsocial,20170803,665,47.82%,318,42.11%,3.36,00:02:29,0.30%,2,$716.91
HP_MOBILE / site,20170423,665,6.77%,45,27.97%,4.85,00:03:36,0.60%,4,"$1,112.93"
msn / cpc,20160603,665,22.26%,148,18.35%,6.02,00:05:40,1.35%,9,"$1,438.14"
facebook / social,20161105,664,23.04%,153,45.63%,3.03,00:02:03,0.30%,2,$338.61
facebook / social,20161124,664,21.23%,141,7.08%,5.93,00:05:00,0.30%,2,$223.50
m.facebook.com / referral,20171018,664,67.17%,446,37.95%,3.03,00:02:48,0.15%,1,$443.25
steelhouse / retargeting,20170512,664,10.84%,72,9.94%,5.05,00:05:50,2.41%,16,"$2,288.64"
baidu / organic,20160415,663,45.70%,303,12.67%,7.54,00:09:58,0.90%,6,$670.80
m.facebook.com / referral,20160927,663,49.92%,331,36.20%,4.11,00:03:14,0.00%,0,$0.00
Criteo / retargeting,20170205,662,6.95%,46,29.15%,3.90,00:03:45,0.76%,5,$915.47
Criteo / retargeting,20170308,662,5.29%,35,28.25%,4.80,00:04:45,1.36%,9,"$1,711.42"
l.instagram.com / referral,20161019,662,83.99%,556,81.72%,1.24,00:00:39,0.60%,4,$180.60
ls / affiliate,20160225,662,51.66%,342,24.32%,3.93,00:03:52,1.21%,8,"$1,410.70"
msn / cpc,20161228,662,42.15%,279,13.44%,7.02,00:06:06,2.42%,16,"$2,101.47"
rebeccaminkoff.com / referral,20170329,662,1.21%,8,15.86%,7.45,00:07:45,0.15%,1,$370.60
rebeccaminkoff.com / referral,20170425,662,8.01%,53,15.86%,6.50,00:06:48,0.15%,1,$165.75
baidu / organic,20160211,661,47.20%,312,14.83%,8.93,00:08:56,0.00%,0,$0.00
Facebook / paidsocial,20170926,661,50.38%,333,41.30%,3.95,00:03:05,0.30%,2,$417.71
ls / affiliate,20160725,661,55.07%,364,31.32%,4.41,00:03:58,1.36%,9,"$1,507.57"
tapshop / landing_page,20170909,661,66.41%,439,44.78%,3.73,00:02:09,0.30%,2,$383.38
baidu / organic,20160316,660,43.03%,284,13.03%,6.49,00:07:30,0.00%,0,$0.00
baidu / organic,20170204,660,58.33%,385,17.27%,6.47,00:06:22,0.00%,0,$0.00
naver / organic,20160224,660,54.85%,362,10.00%,7.30,00:07:03,1.21%,8,$906.50
baidu / organic,20161110,659,51.29%,338,9.71%,6.54,00:07:16,0.46%,3,$240.55
baidu / organic,20161118,659,48.41%,319,12.90%,7.30,00:08:23,0.30%,2,$222.80
baidu / organic,20160304,658,41.95%,276,16.57%,7.33,00:08:45,0.15%,1,$216.00
baidu / organic,20170224,657,56.16%,369,16.74%,6.46,00:06:08,0.61%,4,$482.45
ls / affiliate,20160602,657,57.08%,375,18.42%,4.44,00:04:31,1.67%,11,"$1,656.95"
m.facebook.com / referral,20161223,657,45.05%,296,26.03%,4.49,00:03:38,0.15%,1,$161.70
rebeccaminkoff.com / referral,20170121,657,1.67%,11,12.02%,7.18,00:06:56,0.15%,1,$148.00
m.facebook.com / referral,20161019,656,48.02%,315,48.78%,2.63,00:01:30,0.00%,0,$0.00
msn / cpc,20161121,656,46.80%,307,23.78%,5.95,00:05:36,1.83%,12,"$1,863.28"
rebeccaminkoff.com / referral,20170528,656,10.67%,70,12.80%,8.34,00:08:42,1.22%,8,"$1,070.55"
steelhouse / retargeting,20170706,656,19.05%,125,24.70%,3.86,00:03:35,0.46%,3,$521.60
Haitao / alipay,20170809,655,71.30%,467,37.71%,3.05,00:01:59,0.15%,1,$177.85
m.facebook.com / referral,20161110,655,40.00%,262,26.72%,4.69,00:03:43,0.15%,1,$61.20
naver / organic,20160629,655,50.38%,330,3.97%,8.63,00:06:52,0.61%,4,$499.30
baidu / organic,20170622,654,52.91%,346,17.43%,7.45,00:08:13,0.46%,3,$465.75
Criteo / retargeting,20170305,654,6.57%,43,24.92%,4.39,00:04:09,0.76%,5,$992.63
Criteo / retargeting,20170406,654,6.73%,44,27.06%,3.49,00:03:37,0.46%,3,$448.80
baidu / organic,20160704,653,47.63%,311,11.03%,6.63,00:07:55,0.46%,3,$413.80
m.facebook.com / referral,20160525,653,43.64%,285,14.55%,3.62,00:02:51,0.15%,1,$88.00
naver / organic,20160210,653,52.99%,346,8.27%,7.35,00:05:37,0.31%,2,$263.00
baidu / organic,20160805,652,44.17%,288,12.12%,8.20,00:09:58,0.92%,6,$948.31
baidu / organic,20170103,652,49.08%,320,13.04%,6.21,00:05:46,0.00%,0,$0.00
go.redirectingat.com / referral,20160513,652,80.52%,525,5.67%,3.29,00:02:41,0.61%,4,$602.35
ls / affiliate,20160415,652,59.05%,385,16.87%,3.88,00:04:23,0.77%,5,$743.93
m.facebook.com / referral,20160904,652,48.47%,316,27.76%,4.36,00:02:55,0.15%,1,$193.80
baidu / organic,20161119,651,53.15%,346,12.60%,7.35,00:07:51,0.15%,1,$131.00
Facebook / paidsocial,20170925,650,50.31%,327,44.15%,3.52,00:02:32,0.15%,1,$310.85
facebook.com / referral,20160512,650,45.38%,295,14.77%,4.88,00:05:33,1.69%,11,"$2,584.51"
m.facebook.com / referral,20170108,650,41.38%,269,29.85%,5.17,00:03:54,0.00%,0,$0.00
steelhouse / retargeting,20170516,650,11.54%,75,12.92%,5.32,00:05:13,1.08%,7,$970.17
steelhouse / retargeting,20170622,650,20.46%,133,24.15%,3.54,00:03:33,0.92%,6,$695.82
msn / cpc,20170101,649,24.19%,157,14.79%,7.27,00:06:18,2.77%,18,"$2,635.75"
naver / organic,20160212,649,52.39%,340,8.17%,7.55,00:05:34,0.15%,1,$209.99
baidu / organic,20160315,648,43.52%,282,11.73%,7.68,00:08:49,1.08%,7,"$2,103.28"
Criteo / retargeting,20170304,648,3.40%,22,24.54%,4.85,00:04:24,1.08%,7,"$1,354.13"
Haitao / alipay,20171006,648,57.10%,370,54.01%,3.45,00:02:32,0.77%,5,$677.45
m.facebook.com / referral,20160703,648,47.22%,306,30.25%,3.65,00:02:31,0.15%,1,$54.44
msn / cpc,20160522,648,21.45%,139,14.51%,5.76,00:05:03,0.62%,4,$750.10
msn / cpc,20170613,648,18.06%,117,16.20%,5.69,00:04:25,1.70%,11,"$1,465.24"
baidu / organic,20160527,647,43.89%,284,10.82%,8.14,00:10:54,1.85%,12,"$1,237.06"
baidu / organic,20170102,647,49.77%,322,13.76%,6.98,00:06:59,0.46%,3,$444.50
facebook / social,20160923,647,49.15%,318,44.36%,2.92,00:01:57,0.31%,2,$622.75
HP_MOBILE / site,20170424,646,7.28%,47,29.57%,4.70,00:03:56,0.62%,4,$566.95
Criteo / retargeting,20160824,645,11.94%,77,22.02%,3.39,00:02:48,0.47%,3,"$1,095.12"
steelhouse / retargeting,20170703,645,22.17%,143,18.76%,3.83,00:03:44,1.40%,9,"$1,504.70"
Criteo / retargeting,20161011,644,4.04%,26,29.04%,4.57,00:04:22,0.31%,2,$196.42
baidu / organic,20160622,643,50.54%,325,10.73%,7.88,00:09:08,0.62%,4,$543.40
baidu / organic,20170117,643,48.68%,313,17.88%,5.77,00:05:20,0.16%,1,$78.00
go.redirectingat.com / referral,20160306,643,90.51%,582,23.64%,2.39,00:01:30,0.16%,1,$313.50
steelhouse / retargeting,20170605,643,17.11%,110,14.46%,4.07,00:04:06,0.31%,2,$255.99
Baidu / cpc,20170422,642,86.29%,554,55.61%,2.06,00:01:23,0.00%,0,$0.00
baidu / organic,20170816,642,51.25%,329,20.09%,6.74,00:07:05,1.09%,7,"$1,043.46"
bm23 / email,20160617,642,24.14%,155,34.58%,4.10,00:03:45,2.49%,16,"$2,159.66"
cj / affiliate,20161123,642,25.70%,165,10.90%,6.81,00:06:56,1.25%,8,"$1,152.09"
Criteo / retargeting,20160719,642,9.03%,58,26.64%,3.31,00:03:15,1.09%,7,"$1,095.24"
dealsea.com / referral,20160622,642,48.60%,312,17.45%,4.43,00:03:33,0.93%,6,$713.98
facebook / paidsocial,20171104,642,61.53%,395,48.44%,2.64,00:01:39,0.16%,1,$246.00
Facebook / paidsocial,20170923,642,50.16%,322,45.64%,4.18,00:03:11,0.31%,2,$693.75
naver / organic,20160728,642,42.68%,274,4.36%,7.59,00:06:02,1.87%,12,"$1,318.59"
facebook.com / referral,20161123,641,38.22%,245,17.47%,6.49,00:07:37,2.34%,15,"$2,102.63"
naver / organic,20160214,641,58.03%,372,11.08%,6.55,00:04:56,0.16%,1,$262.00
rebeccaminkoff.com / referral,20161210,641,0.94%,6,15.60%,7.40,00:06:54,0.00%,0,$0.00
baidu / organic,20160518,640,44.06%,282,10.62%,6.19,00:07:48,0.31%,2,$257.33
l.facebook.com / referral,20170731,640,98.28%,629,96.25%,1.11,00:00:04,0.00%,0,$0.00
m.facebook.com / referral,20171022,640,64.53%,413,54.06%,2.46,00:01:42,0.16%,1,$69.00
rebeccaminkoff.com / referral,20161204,640,0.47%,3,14.53%,7.28,00:07:07,0.16%,1,$111.35
Criteo / retargeting,20170411,639,5.32%,34,30.20%,3.91,00:03:41,0.47%,3,$709.80
facebook / paidsocial,20160808,639,43.82%,280,23.16%,3.84,00:03:07,0.47%,3,$447.08
Haitao / alipay,20170821,639,41.63%,266,34.74%,4.22,00:03:11,0.00%,0,$0.00
rebeccaminkoff.com / referral,20170411,639,8.92%,57,15.65%,6.76,00:06:53,0.16%,1,$105.23
baidu / organic,20170711,638,42.95%,274,19.91%,8.68,00:09:57,0.31%,2,$751.10
baidu / organic,20170811,638,48.43%,309,16.46%,9.17,00:09:58,0.63%,4,$596.23
Criteo / retargeting,20170325,638,6.43%,41,29.62%,3.74,00:03:28,0.16%,1,$118.00
Facebook / paidsocial,20171006,638,43.57%,278,43.73%,3.57,00:03:06,0.47%,3,$426.56
ls / affiliate,20160919,638,41.07%,262,21.94%,5.51,00:05:50,5.64%,36,"$5,366.83"
rebeccaminkoff.com / referral,20170405,638,2.04%,13,11.44%,7.17,00:07:06,0.16%,1,$195.00
baidu / organic,20160820,636,44.97%,286,12.74%,7.39,00:08:34,1.42%,9,"$1,253.33"
baidu / organic,20161029,635,48.35%,307,22.83%,7.15,00:07:31,1.10%,7,$861.60
msn / cpc,20170502,635,24.41%,155,14.33%,6.37,00:05:56,1.10%,7,"$1,362.92"
baidu / organic,20160317,634,44.01%,279,14.04%,5.55,00:05:41,0.00%,0,$0.00
